,Title,Pub_name,DOI,Cover_Date,URL,Link,Main_URL
530,Enhancing cancer treatment via “Zn<ce:sup loc=post>2+</ce:sup> interference” with Zn-based nanomaterials,Coordination Chemistry Reviews,10.1016/j.ccr.2023.215535,2024-02-01,https://api.elsevier.com/content/article/pii/S0010854523005246,https://api.elsevier.com/content/article/doi/10.1016/j.ccr.2023.215535?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0010854523005246
531,Chapter 13: Advanced nanomaterials as noble catalysts for environmental applications,Smart Nanomaterials for Environmental Applications,10.1016/B978-0-443-21794-4.00017-X,2025-12-31,https://api.elsevier.com/content/article/pii/B978044321794400017X,https://api.elsevier.com/content/article/doi/10.1016/B978-0-443-21794-4.00017-X?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/B978044321794400017X
532,Excellent self-cleaning surface achieved through the synergistic effect of superhydrophilicity and photocatalysis of PVDF-TiO<ce:inf loc=post>2</ce:inf>-HAP coating,Surfaces and Interfaces,10.1016/j.surfin.2024.104676,2024-08-31,https://api.elsevier.com/content/article/pii/S2468023024008344,https://api.elsevier.com/content/article/doi/10.1016/j.surfin.2024.104676?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S2468023024008344
533,Photocatalysis of environmental organic pollutants and antioxidant activity of flavonoid conjugated gold nanoparticles,Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy,10.1016/j.saa.2022.121699,2022-12-05,https://api.elsevier.com/content/article/pii/S1386142522008484,https://api.elsevier.com/content/article/doi/10.1016/j.saa.2022.121699?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S1386142522008484
534,Hydrothermally synthesized titanate nanomaterials for the removal of heavy metals and radionuclides from water: A review,Chemosphere,10.1016/j.chemosphere.2021.131046,2021-11-30,https://api.elsevier.com/content/article/pii/S0045653521015186,https://api.elsevier.com/content/article/doi/10.1016/j.chemosphere.2021.131046?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0045653521015186
535,Designing waste Bioresource-derived value-added Nanohybrids for efficient photocatalysis water treatment,Chemosphere,10.1016/j.chemosphere.2022.135789,2022-11-30,https://api.elsevier.com/content/article/pii/S0045653522022822,https://api.elsevier.com/content/article/doi/10.1016/j.chemosphere.2022.135789?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0045653522022822
536,Advances in nanoarchitectonics of metal-organic frameworks and metal-/metalloid-containing nanomaterials for antibacterial and antifungal applications,Applied Materials Today,10.1016/j.apmt.2024.102335,2024-10-31,https://api.elsevier.com/content/article/pii/S2352940724002804,https://api.elsevier.com/content/article/doi/10.1016/j.apmt.2024.102335?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S2352940724002804
537,Degradation of textile dye mixture by heterogeneous photocatalysis employing neural network modeling,Desalination and Water Treatment,10.5004/dwt.2022.29059,2022-12-31,https://api.elsevier.com/content/article/pii/S1944398624025839,https://api.elsevier.com/content/article/doi/10.5004/dwt.2022.29059?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S1944398624025839
538,"Advancements in zinc oxide nanomaterials: Synthesis, properties, and diverse applications",Nano-Structures & Nano-Objects,10.1016/j.nanoso.2024.101271,2024-09-30,https://api.elsevier.com/content/article/pii/S2352507X24001823,https://api.elsevier.com/content/article/doi/10.1016/j.nanoso.2024.101271?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S2352507X24001823
539,"Singlet oxygen driven enhanced photocatalytic degradation of 1,3,7-trimethylpurine-2,6-dione using surfactant mediated PVA-CuO nanocomposites: Combining physical adsorption and photocatalysis",Chemical Engineering Journal,10.1016/j.cej.2023.142187,2023-04-15,https://api.elsevier.com/content/article/pii/S138589472300918X,https://api.elsevier.com/content/article/doi/10.1016/j.cej.2023.142187?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S138589472300918X
540,Facile chemical synthesis of Mg-doped NiMnO<ce:inf loc=post>3</ce:inf> perovskite based nano-structured materials: Application in photocatalysis and supercapacitors,Inorganic Chemistry Communications,10.1016/j.inoche.2023.111205,2023-10-31,https://api.elsevier.com/content/article/pii/S1387700323008171,https://api.elsevier.com/content/article/doi/10.1016/j.inoche.2023.111205?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S1387700323008171
541,A review on heterogeneous photocatalysis for environmental remediation: From semiconductors to modification strategies,Chinese Journal of Catalysis,10.1016/S1872-2067(21)63910-4,2022-02-28,https://api.elsevier.com/content/article/pii/S1872206721639104,https://api.elsevier.com/content/article/doi/10.1016/S1872-2067(21)63910-4?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S1872206721639104
542,"Versatile biopolymer–functionalized copper cobalt oxide nanocomposite (Ch/CuCo<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>4</ce:inf>): Synthesis and applications in antibacterial, anticancer, and photocatalysis",Ceramics International,10.1016/j.ceramint.2024.02.168,2024-05-15,https://api.elsevier.com/content/article/pii/S0272884224006643,https://api.elsevier.com/content/article/doi/10.1016/j.ceramint.2024.02.168?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0272884224006643
543,Exploring the potential of carbon quantum dots (CQDs) as an advanced nanomaterial for effective sensing and extraction of toxic pollutants,TrAC Trends in Analytical Chemistry,10.1016/j.trac.2024.117939,2024-11-30,https://api.elsevier.com/content/article/pii/S0165993624004229,https://api.elsevier.com/content/article/doi/10.1016/j.trac.2024.117939?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0165993624004229
544,Visible light photocatalysis enhancement by Ag<ce:inf loc=post>3</ce:inf>PO<ce:inf loc=post>4</ce:inf> decorated with RuO<ce:inf loc=post>2</ce:inf> nanoparticles,Physica B: Condensed Matter,10.1016/j.physb.2024.415890,2024-06-01,https://api.elsevier.com/content/article/pii/S092145262400231X,https://api.elsevier.com/content/article/doi/10.1016/j.physb.2024.415890?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S092145262400231X
545,"Innovation of TiO<ce:inf loc=post>2-x</ce:inf> Nanomaterials in the Biomedical Field: Synthesis, Properties, and Application Prospects",Chemical Engineering Journal,10.1016/j.cej.2024.151773,2024-07-01,https://api.elsevier.com/content/article/pii/S1385894724032601,https://api.elsevier.com/content/article/doi/10.1016/j.cej.2024.151773?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S1385894724032601
546,Elaboration of CuS nanomaterials via hydrothermal route: Examining physical properties and photocatalytic potential,Journal of Physics and Chemistry of Solids,10.1016/j.jpcs.2023.111771,2024-02-29,https://api.elsevier.com/content/article/pii/S0022369723005619,https://api.elsevier.com/content/article/doi/10.1016/j.jpcs.2023.111771?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0022369723005619
547,Photocatalysis uranium (VI) reduction at Cu<ce:inf loc=post>2</ce:inf>O/WO<ce:inf loc=post>3</ce:inf>|FTO Z-scheme heterojunction systems,Journal of Environmental Chemical Engineering,10.1016/j.jece.2024.112185,2024-04-30,https://api.elsevier.com/content/article/pii/S2213343724003154,https://api.elsevier.com/content/article/doi/10.1016/j.jece.2024.112185?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S2213343724003154
548,Recent advances in the engineering and electrochemical applications of amorphous-based nanomaterials: A comprehensive review,Coordination Chemistry Reviews,10.1016/j.ccr.2023.215569,2024-02-15,https://api.elsevier.com/content/article/pii/S0010854523005581,https://api.elsevier.com/content/article/doi/10.1016/j.ccr.2023.215569?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0010854523005581
549,pH and aging influence on the phase and morphology of laser produced bismuth nanomaterials in aqueous solutions,Materials Chemistry and Physics,10.1016/j.matchemphys.2024.128954,2024-03-01,https://api.elsevier.com/content/article/pii/S0254058424000786,https://api.elsevier.com/content/article/doi/10.1016/j.matchemphys.2024.128954?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0254058424000786
550,Sn-based materials in photocatalysis: A review,Advances in Colloid and Interface Science,10.1016/j.cis.2023.103032,2023-11-30,https://api.elsevier.com/content/article/pii/S0001868623001999,https://api.elsevier.com/content/article/doi/10.1016/j.cis.2023.103032?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0001868623001999
551,New generation advanced nanomaterials for photocatalytic abatement of phenolic compounds,Chemosphere,10.1016/j.chemosphere.2022.135297,2022-10-31,https://api.elsevier.com/content/article/pii/S0045653522017908,https://api.elsevier.com/content/article/doi/10.1016/j.chemosphere.2022.135297?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0045653522017908
552,Surfactant-assisted tuning of K<ce:inf loc=post>2</ce:inf>V<ce:inf loc=post>3</ce:inf>O<ce:inf loc=post>8</ce:inf> nanorods for robust charge dynamics in semiconductor photocatalysis,Materials Science in Semiconductor Processing,10.1016/j.mssp.2022.106681,2022-08-15,https://api.elsevier.com/content/article/pii/S1369800122002244,https://api.elsevier.com/content/article/doi/10.1016/j.mssp.2022.106681?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S1369800122002244
553,Rational design of ZnO-zeolite imidazole hybrid nanoparticles with reduced charge recombination for enhanced photocatalysis,Journal of Colloid and Interface Science,10.1016/j.jcis.2022.01.086,2022-05-15,https://api.elsevier.com/content/article/pii/S002197972200100X,https://api.elsevier.com/content/article/doi/10.1016/j.jcis.2022.01.086?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S002197972200100X
554,Nature-inspired healing: Biomimetic nanomaterials for advanced wound management,Materials Today Sustainability,10.1016/j.mtsust.2024.100975,2024-12-31,https://api.elsevier.com/content/article/pii/S2589234724003117,https://api.elsevier.com/content/article/doi/10.1016/j.mtsust.2024.100975?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S2589234724003117
555,A brief survey of principles of co-deposition method as a convenient procedure for preparation of metallic nanomaterials,Journal of Alloys and Compounds,10.1016/j.jallcom.2024.173509,2024-04-15,https://api.elsevier.com/content/article/pii/S0925838824000951,https://api.elsevier.com/content/article/doi/10.1016/j.jallcom.2024.173509?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0925838824000951
556,"Fabrication and structural of gold/cerium nanoparticles on tin disulfide nanostructures and decorated on hyperbranched polyethyleneimine for photocatalysis, reduction, hydrogen production and antifungal activities",Journal of Photochemistry and Photobiology A: Chemistry,10.1016/j.jphotochem.2021.113316,2021-07-01,https://api.elsevier.com/content/article/pii/S101060302100188X,https://api.elsevier.com/content/article/doi/10.1016/j.jphotochem.2021.113316?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S101060302100188X
557,Recent advancements in the surface modification and functionalization of magnetic nanomaterials,Applied Surface Science Advances,10.1016/j.apsadv.2024.100608,2024-06-30,https://api.elsevier.com/content/article/pii/S2666523924000369,https://api.elsevier.com/content/article/doi/10.1016/j.apsadv.2024.100608?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S2666523924000369
558,Plasmonic photocatalysis of concentrated industrial LASER dye: Rhodamine 6G,Journal of Molecular Liquids,10.1016/j.molliq.2022.119138,2022-07-15,https://api.elsevier.com/content/article/pii/S0167732222006766,https://api.elsevier.com/content/article/doi/10.1016/j.molliq.2022.119138?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0167732222006766
559,"High entropy materials frontier and theoretical insights for logistics CO<ce:inf loc=post>2</ce:inf> reduction and hydrogenation: Electrocatalysis, photocatalysis and thermo-catalysis",Journal of Alloys and Compounds,10.1016/j.jallcom.2023.172232,2023-12-25,https://api.elsevier.com/content/article/pii/S0925838823035351,https://api.elsevier.com/content/article/doi/10.1016/j.jallcom.2023.172232?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0925838823035351
560,"Gd(OH)<ce:inf loc=post>3</ce:inf> and Gd(OH)<ce:inf loc=post>3</ce:inf>-based heterostructures: Synthesis and their photocatalytic, drug delivery, contrast agents, and toxicity studies",Journal of Rare Earths,10.1016/j.jre.2024.07.012,2024-07-18,https://api.elsevier.com/content/article/pii/S1002072124002394,https://api.elsevier.com/content/article/doi/10.1016/j.jre.2024.07.012?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S1002072124002394
561,"Defect engineering in nanomaterials: Impact, challenges, and applications",Smart Materials in Manufacturing,10.1016/j.smmf.2024.100052,2024-12-31,https://api.elsevier.com/content/article/pii/S2772810224000096,https://api.elsevier.com/content/article/doi/10.1016/j.smmf.2024.100052?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S2772810224000096
562,Highly efficient solar-light-driven self-floatable WO<ce:inf loc=post>2.72</ce:inf>@Fe<ce:inf loc=post>3</ce:inf>O<ce:inf loc=post>4</ce:inf> immobilized cellulose nanofiber aerogel/polypropylene Janus membrane for interfacial photocatalysis,Journal of Photochemistry and Photobiology A: Chemistry,10.1016/j.jphotochem.2022.114525,2023-04-01,https://api.elsevier.com/content/article/pii/S1010603022007481,https://api.elsevier.com/content/article/doi/10.1016/j.jphotochem.2022.114525?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S1010603022007481
563,Molybdenum disulfide: A nanomaterial that is paving the way toward a sustainable future,Materials Today Sustainability,10.1016/j.mtsust.2023.100659,2024-03-31,https://api.elsevier.com/content/article/pii/S2589234723003469,https://api.elsevier.com/content/article/doi/10.1016/j.mtsust.2023.100659?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S2589234723003469
564,Barium-doped ceria-fabricated graphitic carbon nitride (BDC/g-C<ce:inf loc=post>3</ce:inf>N<ce:inf loc=post>4</ce:inf>) nanomaterial as improved photocatalyst for efficient vitiation of organic dyes from industrial effluents,Inorganic Chemistry Communications,10.1016/j.inoche.2023.111830,2024-01-31,https://api.elsevier.com/content/article/pii/S1387700323014429,https://api.elsevier.com/content/article/doi/10.1016/j.inoche.2023.111830?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S1387700323014429
565,2D nanomaterial for microplastic Removal: A critical review,Chemical Engineering Journal,10.1016/j.cej.2024.152451,2024-07-15,https://api.elsevier.com/content/article/pii/S138589472403938X,https://api.elsevier.com/content/article/doi/10.1016/j.cej.2024.152451?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S138589472403938X
566,Biological uses of nanomaterials within the safe handling and toxic effects: (Brain as a model),Advances in Redox Research,10.1016/j.arres.2024.100105,2024-08-31,https://api.elsevier.com/content/article/pii/S2667137924000122,https://api.elsevier.com/content/article/doi/10.1016/j.arres.2024.100105?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S2667137924000122
567,Chapter 6: Newer preparation methods relating to smart nanomaterial solutions and environmental science,Smart Nanomaterials for Environmental Applications,10.1016/B978-0-443-21794-4.00031-4,2025-12-31,https://api.elsevier.com/content/article/pii/B9780443217944000314,https://api.elsevier.com/content/article/doi/10.1016/B978-0-443-21794-4.00031-4?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/B9780443217944000314
568,Graphene-based nanomaterials for adsorption of iodinated X-ray contrast media from contaminated water: A comparative study,Chemosphere,10.1016/j.chemosphere.2024.142915,2024-09-30,https://api.elsevier.com/content/article/pii/S0045653524018095,https://api.elsevier.com/content/article/doi/10.1016/j.chemosphere.2024.142915?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0045653524018095
569,28: Heterogeneous photocatalysis by organic materials: from fundamental to applications,Current Developments in Photocatalysis and Photocatalytic Materials,10.1016/B978-0-12-819000-5.00028-X,2020-12-31,https://api.elsevier.com/content/article/pii/B978012819000500028X,https://api.elsevier.com/content/article/doi/10.1016/B978-0-12-819000-5.00028-X?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/B978012819000500028X
570,Sandwich-type absorber for synergistically enhanced solar water evaporation and photocatalysis,Journal of Environmental Chemical Engineering,10.1016/j.jece.2022.108173,2022-08-31,https://api.elsevier.com/content/article/pii/S2213343722010466,https://api.elsevier.com/content/article/doi/10.1016/j.jece.2022.108173?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S2213343722010466
571,"ZnO nanostructures – Future frontiers in photocatalysis, solar cells, sensing, supercapacitor, fingerprint technologies, toxicity, and clinical diagnostics",Coordination Chemistry Reviews,10.1016/j.ccr.2024.215942,2024-09-15,https://api.elsevier.com/content/article/pii/S0010854524002881,https://api.elsevier.com/content/article/doi/10.1016/j.ccr.2024.215942?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0010854524002881
572,W<ce:inf loc=post>18</ce:inf>O<ce:inf loc=post>49</ce:inf>-based photocatalyst: Enhanced strategies for photocatalysis employment,Separation and Purification Technology,10.1016/j.seppur.2023.124028,2023-08-15,https://api.elsevier.com/content/article/pii/S138358662300936X,https://api.elsevier.com/content/article/doi/10.1016/j.seppur.2023.124028?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S138358662300936X
573,Recent advances in Metal Organic Framework (MOF)-based hierarchical composites for water treatment by adsorptional photocatalysis: A review,Environmental Research,10.1016/j.envres.2023.115349,2023-04-01,https://api.elsevier.com/content/article/pii/S001393512300141X,https://api.elsevier.com/content/article/doi/10.1016/j.envres.2023.115349?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S001393512300141X
574,"A review on mechanism, applications and influencing factors of carbon quantum dots based photocatalysis",Ceramics International,10.1016/j.ceramint.2022.10.116,2022-12-15,https://api.elsevier.com/content/article/pii/S0272884222036975,https://api.elsevier.com/content/article/doi/10.1016/j.ceramint.2022.10.116?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0272884222036975
575,Hot injection synthesis of CuS decorated CdS and ZnS nanomaterials from metal thiosemicarbazone complexes as single source precursors: Application in the photocatalytic degradation of methylene blue,Inorganic Chemistry Communications,10.1016/j.inoche.2024.112650,2024-08-31,https://api.elsevier.com/content/article/pii/S1387700324006336,https://api.elsevier.com/content/article/doi/10.1016/j.inoche.2024.112650?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S1387700324006336
576,Elucidation of the photocatalytic degradation mechanism of an azo dye under visible light in the presence of cobalt doped TiO<ce:inf loc=post>2</ce:inf> nanomaterials,Chemosphere,10.1016/j.chemosphere.2020.128931,2021-03-31,https://api.elsevier.com/content/article/pii/S0045653520331283,https://api.elsevier.com/content/article/doi/10.1016/j.chemosphere.2020.128931?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0045653520331283
577,Nanoflakes of zinc oxide:cobalt oxide composites by pulsed laser fragmentation for visible light photocatalysis,Applied Surface Science,10.1016/j.apsusc.2019.144223,2020-01-31,https://api.elsevier.com/content/article/pii/S0169433219330399,https://api.elsevier.com/content/article/doi/10.1016/j.apsusc.2019.144223?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0169433219330399
578,Progress in the development of photoactivated materials for smart and active food packaging: Photoluminescence and photocatalysis approaches,Chemical Engineering Journal,10.1016/j.cej.2021.134301,2022-03-15,https://api.elsevier.com/content/article/pii/S1385894721058733,https://api.elsevier.com/content/article/doi/10.1016/j.cej.2021.134301?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S1385894721058733
579,Chapter 1: Introduction of photocatalysis and photocatalysts,Theoretical Concepts of Photocatalysis,10.1016/B978-0-323-95191-3.00005-5,2023-12-31,https://api.elsevier.com/content/article/pii/B9780323951913000055,https://api.elsevier.com/content/article/doi/10.1016/B978-0-323-95191-3.00005-5?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/B9780323951913000055
580,Earth metal doped metal oxide nanomaterials as a potential candidate for energy conversion,Ceramics International,10.1016/j.ceramint.2024.06.062,2024-09-15,https://api.elsevier.com/content/article/pii/S0272884224024672,https://api.elsevier.com/content/article/doi/10.1016/j.ceramint.2024.06.062?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0272884224024672
581,Application of nanomaterials with sulfur vacancy for enhanced cancer theranostics,Nano TransMed,10.1016/j.ntm.2023.100007,2023-09-30,https://api.elsevier.com/content/article/pii/S2790676023000079,https://api.elsevier.com/content/article/doi/10.1016/j.ntm.2023.100007?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S2790676023000079
582,"Recent development in the structural modification of graphitic carbon nitride for sustainable photocatalysis: Advances, challenges and opportunities","Environmental Nanotechnology, Monitoring & Management",10.1016/j.enmm.2021.100589,2021-12-31,https://api.elsevier.com/content/article/pii/S2215153221001641,https://api.elsevier.com/content/article/doi/10.1016/j.enmm.2021.100589?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S2215153221001641
583,Two-dimensional nanomaterials for flame-retardant polymer composites: a mini review,Advanced Nanocomposites,10.1016/j.adna.2024.07.001,2024-12-31,https://api.elsevier.com/content/article/pii/S294994452400011X,https://api.elsevier.com/content/article/doi/10.1016/j.adna.2024.07.001?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S294994452400011X
584,"Nano revolution: Exploring the frontiers of nanomaterials in science, technology, and society",Nano-Structures & Nano-Objects,10.1016/j.nanoso.2024.101299,2024-09-30,https://api.elsevier.com/content/article/pii/S2352507X24002105,https://api.elsevier.com/content/article/doi/10.1016/j.nanoso.2024.101299?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S2352507X24002105
585,Fe-TiO<ce:inf loc=post>2</ce:inf> and Ag-ZnO mediated visible light photocatalysis for atenolol and acetaminophen removal – A comparative study and modeling,"Environmental Nanotechnology, Monitoring & Management",10.1016/j.enmm.2023.100779,2023-05-31,https://api.elsevier.com/content/article/pii/S221515322300003X,https://api.elsevier.com/content/article/doi/10.1016/j.enmm.2023.100779?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S221515322300003X
586,Facilistic preparation of zinc oxide nanoarrays on nickel foam via a one-step chemical bath method for photocatalysis,Chemical Physics,10.1016/j.chemphys.2024.112420,2024-11-01,https://api.elsevier.com/content/article/pii/S0301010424002490,https://api.elsevier.com/content/article/doi/10.1016/j.chemphys.2024.112420?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S0301010424002490
587,Toward large-scale water treatment using nanomaterials,Nano Today,10.1016/j.nantod.2019.05.003,2019-08-31,https://api.elsevier.com/content/article/pii/S1748013218306686,https://api.elsevier.com/content/article/doi/10.1016/j.nantod.2019.05.003?apiKey=4d043e5d4511d1064c7cc4ef4b7ea2c1&insttoken=a19131a7db4987f6dc31a5860557b253,https://www.sciencedirect.com/science/article/pii/S1748013218306686
